Age,Gender,Weight_kg,Height_cm,Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_Liters,Workout_Frequency_Days,Experience_Level,BMI,Duration_Minutes,Calories_Per_Min
31,Female,62.5,162.0,168,169,74,1318.0,HIIT,16.5,2.7,4,3,23.81,94,14.02
40,Male,51.7,182.0,161,160,71,792.0,Fuerza,21.4,3.0,3,1,15.61,54,14.67
32,Male,105.3,167.0,184,143,72,448.0,Cardio,26.9,2.9,3,1,37.76,34,13.18
45,Female,71.2,168.0,172,144,63,888.0,Fuerza,34.1,1.6,3,1,25.23,82,10.83
51,Female,78.1,151.0,193,134,74,555.0,Fuerza,31.1,2.6,3,1,34.25,55,10.09
40,Female,62.6,153.0,197,143,73,1380.0,Cardio,18.1,2.7,5,3,26.74,116,11.9
39,Female,60.6,165.0,162,167,63,768.0,HIIT,27.6,1.7,3,1,22.26,55,13.96
42,Male,76.4,197.0,165,157,65,886.0,HIIT,22.9,2.6,3,2,19.69,68,13.03
39,Female,63.3,171.0,178,125,56,1175.0,Fuerza,18.5,2.7,4,3,21.65,113,10.4
39,Female,68.6,164.0,162,154,53,1024.0,Cardio,32.4,1.5,3,2,25.51,80,12.8
59,Male,123.3,188.0,177,161,67,1036.0,HIIT,23.0,2.6,4,2,34.89,78,13.28
23,Male,107.0,194.0,198,120,73,891.0,HIIT,23.5,2.9,2,1,28.43,81,11.0
32,Male,68.3,192.0,168,165,54,1289.0,Fuerza,29.9,3.5,2,1,18.53,85,15.16
54,Female,47.8,160.0,171,155,55,830.0,Cardio,26.0,2.3,4,2,18.67,71,11.69
50,Female,58.4,179.0,164,131,56,943.0,HIIT,17.0,2.7,4,3,18.23,96,9.82
56,Male,125.5,180.0,189,131,73,817.0,Fuerza,20.9,2.7,4,2,38.73,76,10.75
21,Female,55.2,155.0,163,161,53,1103.0,Fuerza,31.7,1.7,4,2,22.98,82,13.45
23,Female,71.4,172.0,164,169,74,1056.0,Fuerza,25.6,1.5,2,1,24.13,75,14.08
49,Male,77.7,161.0,160,158,50,806.0,Fuerza,26.7,3.4,3,2,29.98,62,13.0
47,Male,88.4,160.0,186,126,60,1160.0,HIIT,14.2,3.5,5,3,34.53,112,10.36
52,Male,104.8,199.0,187,130,67,598.0,Cardio,24.0,2.0,2,1,26.46,56,10.68
57,Male,82.2,169.0,188,155,63,882.0,Fuerza,25.2,3.4,4,2,28.78,69,12.78
33,Female,68.2,175.0,177,150,71,638.0,Fuerza,29.0,1.7,2,1,22.27,51,12.51
30,Male,91.4,199.0,171,152,60,1145.0,HIIT,23.0,3.7,3,2,23.08,82,13.96
59,Female,42.1,165.0,172,132,59,725.0,Fuerza,33.0,2.2,2,1,15.46,73,9.93
47,Female,68.7,176.0,161,137,66,845.0,Fuerza,27.7,2.4,3,2,22.18,82,10.3
36,Female,47.2,174.0,196,160,53,1200.0,Cardio,32.2,1.6,4,2,15.59,90,13.33
36,Male,56.2,195.0,183,128,64,767.0,Fuerza,22.5,3.4,4,2,14.78,65,11.8
45,Male,58.4,172.0,194,150,65,973.0,HIIT,23.4,3.1,4,2,19.74,79,12.32
43,Male,82.9,195.0,181,160,70,1505.0,Cardio,12.9,3.5,5,3,21.8,114,13.2
54,Female,66.9,174.0,195,129,62,720.0,HIIT,29.5,2.1,2,1,22.1,74,9.73
43,Male,66.3,185.0,170,121,58,707.0,Cardio,27.5,3.2,2,1,19.37,71,9.96
40,Male,93.6,193.0,188,157,60,1192.0,Cardio,22.1,2.0,3,1,25.13,83,14.36
26,Female,64.1,150.0,194,134,60,1293.0,Fuerza,15.1,2.7,5,3,28.49,116,11.15
29,Male,86.7,162.0,174,122,55,1020.0,Fuerza,13.9,3.5,4,3,33.04,91,11.21
18,Female,62.0,159.0,190,162,50,996.0,Fuerza,33.2,2.2,4,2,24.52,74,13.46
49,Female,69.3,162.0,191,122,62,626.0,HIIT,28.8,1.9,4,2,26.41,68,9.21
42,Female,42.7,174.0,161,130,71,608.0,Fuerza,32.9,1.6,3,1,14.1,62,9.81
18,Female,67.4,160.0,182,164,71,492.0,Fuerza,33.5,2.4,3,1,26.33,36,13.67
22,Male,102.1,185.0,190,157,67,1278.0,Cardio,28.1,2.4,4,2,29.83,89,14.36
39,Male,61.9,177.0,199,166,69,1205.0,Fuerza,25.3,2.3,3,1,19.76,79,15.25
46,Male,108.8,164.0,185,169,63,1171.0,Fuerza,20.5,3.4,3,1,40.45,84,13.94
29,Male,81.7,199.0,162,126,54,1005.0,Fuerza,29.4,3.2,2,1,20.63,87,11.55
33,Male,81.8,199.0,184,137,51,1198.0,Fuerza,10.5,3.5,4,3,20.66,95,12.61
54,Male,54.6,176.0,160,137,56,868.0,Cardio,27.4,3.3,4,2,17.63,77,11.27
39,Male,107.7,188.0,162,160,59,634.0,Fuerza,28.1,3.6,2,1,30.47,43,14.74
46,Female,56.9,160.0,185,143,65,566.0,Cardio,27.7,1.6,3,1,22.23,53,10.68
31,Male,78.8,171.0,177,121,59,992.0,HIIT,24.7,2.5,4,2,26.95,89,11.15
45,Female,48.2,164.0,168,159,67,894.0,Fuerza,32.1,2.5,4,2,17.92,75,11.92
22,Female,50.7,159.0,197,139,66,883.0,Fuerza,29.4,1.8,3,2,20.05,76,11.62
47,Male,86.6,199.0,182,153,70,1500.0,Fuerza,10.6,3.5,4,3,21.87,119,12.61
22,Male,96.3,163.0,180,162,62,1203.0,Cardio,27.1,2.4,4,2,36.25,81,14.85
29,Male,80.8,198.0,160,145,50,1316.0,Fuerza,14.6,3.5,5,3,20.61,99,13.29
33,Female,58.0,153.0,180,126,50,1159.0,Fuerza,18.3,2.7,5,3,24.78,110,10.54
43,Female,61.5,158.0,165,149,50,1247.0,HIIT,16.8,2.7,5,3,24.64,112,11.13
38,Female,40.6,179.0,195,161,55,499.0,Cardio,26.8,2.7,2,1,12.67,37,13.49
53,Male,105.1,184.0,176,130,62,444.0,Cardio,23.3,2.9,3,1,31.04,41,10.83
47,Female,61.0,176.0,162,153,54,1060.0,HIIT,15.6,2.7,5,3,19.69,92,11.52
40,Male,58.2,198.0,198,138,74,1085.0,Cardio,24.0,2.5,3,2,14.85,86,12.62
27,Female,69.5,176.0,171,121,66,569.0,Fuerza,34.4,2.0,3,1,22.44,56,10.16
22,Male,62.2,184.0,161,140,65,393.0,Fuerza,21.5,2.3,3,1,18.37,31,12.68
53,Female,68.0,170.0,181,139,57,663.0,HIIT,25.1,2.4,4,2,23.53,64,10.36
51,Female,56.3,150.0,182,142,66,914.0,Cardio,27.4,2.4,3,1,25.02,86,10.63
48,Male,94.5,170.0,189,140,64,700.0,Cardio,28.2,3.5,3,2,32.7,61,11.48
27,Female,58.0,179.0,164,143,73,994.0,Cardio,27.1,1.5,2,1,18.1,83,11.98
36,Male,84.0,194.0,168,123,50,1218.0,HIIT,11.2,3.5,5,3,22.32,108,11.28
49,Male,61.0,187.0,180,131,61,739.0,Fuerza,21.3,3.0,4,2,17.44,68,10.87
22,Male,45.7,177.0,164,139,73,795.0,HIIT,20.7,2.4,3,1,14.59,62,12.82
33,Female,64.1,163.0,186,120,74,948.0,Fuerza,16.4,2.7,5,3,24.13,95,9.98
41,Male,67.0,177.0,161,149,50,900.0,HIIT,25.6,2.6,3,2,21.39,73,12.33
33,Male,106.5,160.0,183,152,74,1170.0,Fuerza,27.3,3.3,4,2,41.6,84,13.93
45,Female,65.5,157.0,192,133,59,395.0,Cardio,34.3,2.3,2,1,26.57,40,9.88
49,Male,105.7,164.0,198,155,59,921.0,Cardio,29.5,3.1,3,2,39.3,72,12.79
37,Female,69.5,150.0,196,130,66,448.0,Cardio,32.8,2.4,2,1,30.89,41,10.93
29,Male,68.0,170.0,190,150,60,627.0,HIIT,28.9,2.9,2,1,23.53,46,13.63
52,Male,50.3,178.0,170,132,67,555.0,HIIT,24.5,2.3,2,1,15.88,51,10.88
50,Female,69.3,168.0,182,135,51,729.0,HIIT,30.3,2.0,2,1,24.55,72,10.12
50,Male,86.7,163.0,161,143,58,1203.0,Cardio,12.1,3.5,4,3,32.63,102,11.79
54,Male,125.9,194.0,199,132,73,882.0,Fuerza,28.5,2.9,3,2,33.45,81,10.89
29,Male,88.1,193.0,186,143,66,1479.0,Cardio,11.1,3.5,5,3,23.65,113,13.09
20,Male,124.3,182.0,194,145,63,997.0,Cardio,22.4,3.2,3,2,37.53,75,13.29
18,Male,62.0,185.0,161,121,53,586.0,Fuerza,23.7,3.0,3,1,18.12,53,11.06
50,Female,69.7,172.0,198,135,66,753.0,Fuerza,27.3,2.0,4,2,23.56,74,10.18
57,Female,60.9,152.0,196,157,66,926.0,Fuerza,30.6,1.8,3,2,26.36,79,11.72
27,Male,76.5,197.0,180,165,61,1025.0,Fuerza,21.3,2.3,2,1,19.71,68,15.07
46,Male,94.7,182.0,164,120,69,873.0,Cardio,23.2,3.2,3,2,28.59,88,9.92
29,Male,121.1,187.0,188,130,52,937.0,HIIT,24.1,3.2,4,2,34.63,79,11.86
19,Male,98.6,170.0,197,162,74,740.0,Cardio,21.1,2.4,2,1,34.12,50,14.8
52,Female,68.2,163.0,179,148,67,779.0,Fuerza,27.5,2.4,3,1,25.67,70,11.13
40,Female,57.7,169.0,184,156,53,920.0,HIIT,33.1,2.4,4,2,20.2,71,12.96
34,Male,124.6,163.0,161,136,66,1055.0,HIIT,27.6,2.8,3,2,46.9,85,12.41
25,Female,59.4,151.0,185,161,54,1304.0,Cardio,19.8,2.7,5,3,26.05,97,13.44
46,Female,52.0,165.0,165,147,63,463.0,Cardio,34.1,1.9,2,1,19.1,42,11.02
43,Female,42.2,165.0,162,148,59,886.0,Cardio,34.6,2.3,3,2,15.5,80,11.08
27,Male,89.3,164.0,192,162,64,1622.0,HIIT,12.1,3.5,4,3,33.2,109,14.88
51,Female,66.2,158.0,164,129,65,499.0,HIIT,31.3,2.3,3,1,26.52,52,9.6
58,Male,58.6,166.0,172,161,60,964.0,HIIT,26.8,2.9,2,1,21.27,73,13.21
24,Male,51.0,167.0,178,133,72,710.0,Fuerza,21.3,2.8,3,1,18.29,58,12.24
28,Male,114.2,187.0,184,166,55,959.0,Fuerza,20.2,3.2,3,2,32.66,63,15.22
46,Male,54.4,172.0,194,161,73,725.0,Cardio,24.8,2.9,2,1,18.39,55,13.18
53,Female,52.4,157.0,171,149,71,898.0,HIIT,28.3,2.2,3,2,21.26,80,11.22
38,Male,83.6,174.0,164,151,51,1379.0,Cardio,11.6,3.5,5,3,27.61,100,13.79
27,Male,71.2,197.0,181,151,73,615.0,HIIT,25.9,3.6,3,1,18.35,44,13.98
26,Female,54.2,165.0,172,120,58,642.0,Cardio,34.9,1.9,4,2,19.91,64,10.03
41,Female,77.6,176.0,162,161,71,920.0,Fuerza,31.8,2.2,4,2,25.05,76,12.11
52,Female,44.1,162.0,179,121,61,768.0,HIIT,34.8,1.6,3,1,16.8,85,9.04
52,Male,85.5,180.0,190,136,66,1144.0,Fuerza,10.1,3.5,5,3,26.39,102,11.22
53,Female,47.8,176.0,164,149,74,711.0,HIIT,28.4,1.5,4,2,15.43,64,11.11
35,Male,102.5,194.0,183,158,64,730.0,Cardio,21.1,2.4,2,1,27.23,50,14.6
56,Male,118.0,190.0,199,126,68,412.0,HIIT,22.6,3.2,2,1,32.69,40,10.3
49,Male,82.3,184.0,192,146,71,932.0,Fuerza,28.4,3.4,4,2,24.31,77,12.1
41,Male,81.6,187.0,167,128,59,1185.0,HIIT,10.2,3.5,5,3,23.33,112,10.58
40,Male,60.2,188.0,183,141,61,946.0,Cardio,25.2,3.0,3,2,17.03,73,12.96
49,Female,49.2,154.0,179,153,63,881.0,HIIT,30.7,2.1,3,2,20.75,77,11.44
54,Female,46.6,150.0,175,165,58,1025.0,Fuerza,30.6,2.0,2,1,20.71,83,12.35
29,Female,68.7,172.0,171,168,62,907.0,Cardio,29.8,1.7,4,2,23.22,65,13.95
30,Female,60.6,155.0,172,120,52,780.0,Fuerza,32.9,1.6,3,2,25.22,78,10.0
40,Male,52.1,161.0,198,128,70,612.0,HIIT,21.3,3.3,2,1,20.1,52,11.77
52,Male,65.5,174.0,191,138,70,1011.0,Fuerza,26.2,2.8,4,2,21.63,89,11.36
58,Female,44.2,157.0,183,155,59,753.0,HIIT,31.9,2.3,3,1,17.93,65,11.58
37,Female,55.6,157.0,182,123,53,597.0,Cardio,29.2,2.4,2,1,22.56,58,10.29
39,Male,86.2,182.0,191,160,72,1725.0,Fuerza,10.2,3.5,5,3,26.02,118,14.62
30,Female,59.2,163.0,174,141,74,1304.0,Fuerza,17.8,2.7,4,3,22.28,111,11.75
53,Female,68.1,155.0,164,131,65,831.0,HIIT,26.1,2.2,4,2,28.35,85,9.78
29,Female,60.0,162.0,181,161,69,684.0,Fuerza,28.1,1.9,2,1,22.86,51,13.41
58,Female,74.8,169.0,175,162,53,933.0,Fuerza,32.8,2.3,4,2,26.19,77,12.12
36,Male,90.3,165.0,169,158,71,1199.0,Cardio,23.7,3.4,4,2,33.17,83,14.45
29,Male,86.1,165.0,183,128,71,1169.0,HIIT,11.2,3.5,4,3,31.63,100,11.69
24,Female,67.7,156.0,177,138,66,980.0,HIIT,27.0,2.1,3,2,27.82,85,11.53
45,Male,78.3,196.0,166,167,62,1066.0,Cardio,29.0,2.2,3,1,20.38,77,13.84
31,Female,48.2,165.0,163,166,60,913.0,Cardio,26.1,2.5,2,1,17.7,66,13.83
48,Female,56.8,151.0,185,126,52,777.0,HIIT,32.1,2.1,4,2,24.91,82,9.48
36,Male,112.4,163.0,164,135,58,757.0,Cardio,25.0,3.4,4,2,42.3,61,12.41
33,Female,59.0,167.0,175,124,55,558.0,Cardio,33.7,1.9,3,1,21.16,54,10.33
22,Male,98.4,188.0,194,135,71,386.0,Cardio,21.3,2.2,2,1,27.84,31,12.45
52,Male,66.5,160.0,185,120,70,796.0,HIIT,26.8,2.1,4,2,25.98,80,9.95
29,Male,106.5,181.0,177,156,60,1107.0,Cardio,25.7,2.5,4,2,32.51,77,14.38
53,Female,53.3,174.0,173,156,54,962.0,Fuerza,32.2,1.8,3,2,17.6,82,11.73
33,Female,74.2,176.0,192,145,66,834.0,Fuerza,25.9,1.5,4,2,23.95,69,12.09
56,Male,84.6,163.0,184,141,52,705.0,HIIT,20.2,2.9,4,2,31.84,61,11.56
59,Male,78.0,192.0,180,127,53,453.0,Cardio,28.1,2.7,3,1,21.16,43,10.53
31,Female,42.7,176.0,182,121,65,883.0,Fuerza,34.9,2.2,3,1,13.78,88,10.03
48,Male,83.9,182.0,176,149,70,1401.0,HIIT,13.1,3.5,5,3,25.33,114,12.29
22,Female,78.7,152.0,173,166,74,1204.0,Fuerza,31.5,2.3,3,2,34.06,87,13.84
52,Female,65.9,152.0,188,139,53,794.0,Cardio,27.0,2.3,4,2,28.52,76,10.45
46,Male,84.3,200.0,189,162,66,1467.0,HIIT,13.3,3.5,5,3,21.07,110,13.34
28,Female,62.4,160.0,178,129,62,710.0,Fuerza,34.1,1.7,3,2,24.37,66,10.76
35,Male,63.7,174.0,198,143,71,810.0,HIIT,29.8,2.7,4,2,21.04,62,13.06
29,Female,54.9,152.0,172,123,72,910.0,Fuerza,27.0,2.0,3,1,23.76,89,10.22
26,Male,76.4,179.0,177,156,73,1004.0,Fuerza,21.3,2.7,3,2,23.84,70,14.34
27,Male,106.4,186.0,182,123,50,907.0,Cardio,20.6,3.1,2,1,30.76,80,11.34
34,Female,68.4,150.0,192,132,61,904.0,Cardio,33.7,2.1,4,2,30.4,82,11.02
55,Male,63.5,186.0,198,144,53,969.0,Fuerza,22.9,2.9,4,2,18.35,82,11.82
30,Male,113.4,191.0,177,137,54,957.0,HIIT,22.2,3.7,3,1,31.08,76,12.59
57,Female,61.9,152.0,168,143,51,592.0,HIIT,28.4,2.6,3,1,26.79,55,10.76
59,Female,70.7,168.0,192,121,66,637.0,Cardio,34.9,1.9,3,2,25.05,70,9.1
44,Female,72.1,166.0,176,152,55,958.0,Fuerza,27.0,2.5,2,1,26.16,84,11.4
19,Male,56.9,187.0,178,138,70,463.0,Cardio,23.3,3.7,3,1,16.27,37,12.51
22,Male,86.2,190.0,186,128,58,1345.0,Fuerza,11.7,3.5,5,3,23.88,115,11.7
46,Male,59.4,168.0,165,147,62,844.0,Fuerza,20.2,2.5,4,2,21.05,70,12.06
54,Female,75.6,172.0,194,154,60,672.0,Cardio,26.4,1.9,3,1,25.55,58,11.59
36,Male,95.8,186.0,193,129,65,972.0,HIIT,21.2,3.2,3,1,27.69,82,11.85
25,Male,120.6,183.0,179,120,51,686.0,Cardio,22.3,2.5,3,2,36.01,62,11.06
39,Male,85.3,189.0,163,140,61,593.0,Fuerza,27.6,3.6,2,1,23.88,46,12.89
34,Male,68.0,168.0,169,128,57,472.0,Cardio,25.8,3.4,2,1,24.09,40,11.8
24,Female,52.6,157.0,169,166,60,1071.0,HIIT,31.9,2.4,2,1,21.34,77,13.91
42,Male,63.3,177.0,183,134,59,876.0,HIIT,25.7,3.3,3,2,20.2,79,11.09
21,Female,76.3,165.0,180,154,62,878.0,Fuerza,31.8,1.7,3,2,28.03,68,12.91
53,Male,61.0,163.0,170,124,74,331.0,Cardio,20.0,3.4,3,1,22.96,32,10.34
23,Female,67.8,161.0,186,160,66,1072.0,HIIT,34.3,1.8,2,1,26.16,80,13.4
48,Male,114.9,186.0,175,141,56,949.0,Cardio,21.1,3.6,3,1,33.21,82,11.57
36,Male,88.0,171.0,185,160,73,1646.0,HIIT,12.0,3.5,5,3,30.09,112,14.7
56,Female,67.7,158.0,189,142,52,927.0,Fuerza,32.7,1.9,2,1,27.12,87,10.66
44,Male,124.8,185.0,175,126,69,842.0,Fuerza,24.4,3.5,4,2,36.46,81,10.4
27,Female,53.0,158.0,166,142,62,895.0,Cardio,34.5,1.8,4,2,21.23,76,11.78
56,Female,50.6,170.0,175,146,58,848.0,Fuerza,33.1,2.3,2,1,17.51,77,11.01
20,Female,72.6,173.0,199,160,68,1016.0,HIIT,34.8,2.5,3,2,24.26,76,13.37
45,Male,52.5,188.0,194,153,71,818.0,Fuerza,29.0,2.9,4,2,14.85,65,12.58
37,Male,76.3,177.0,180,128,57,957.0,HIIT,27.3,2.1,4,2,24.35,82,11.67
45,Female,41.2,158.0,195,168,71,1111.0,HIIT,28.7,2.6,2,1,16.5,88,12.62
58,Female,49.7,167.0,191,125,72,776.0,Fuerza,31.9,2.3,4,2,17.82,83,9.35
56,Male,48.3,187.0,165,156,51,525.0,HIIT,29.8,3.3,3,1,13.81,41,12.8
18,Male,83.2,196.0,183,150,67,1510.0,HIIT,13.6,3.5,4,3,21.66,110,13.73
20,Male,120.5,173.0,186,153,67,850.0,Cardio,29.3,3.4,3,2,40.26,61,13.93
30,Male,121.6,200.0,179,160,60,1091.0,Cardio,28.0,3.3,4,2,30.4,74,14.74
42,Female,57.5,167.0,161,133,63,1053.0,Cardio,16.2,2.7,5,3,20.62,106,9.93
50,Female,42.7,153.0,168,155,65,983.0,Fuerza,28.4,2.4,4,2,18.24,85,11.56
49,Male,88.6,200.0,162,127,56,1150.0,Cardio,14.9,3.5,4,3,22.15,110,10.45
38,Female,49.7,151.0,179,145,65,906.0,HIIT,32.6,2.5,3,1,21.8,75,12.08
33,Female,56.4,154.0,165,155,63,822.0,Fuerza,29.2,1.5,3,1,23.78,64,12.84
38,Male,46.9,174.0,198,167,64,946.0,Fuerza,20.0,2.6,4,2,15.49,62,15.26
28,Female,71.3,167.0,192,140,63,1022.0,Fuerza,28.1,1.5,4,2,25.57,88,11.61
53,Male,82.3,161.0,196,123,60,1139.0,Fuerza,11.6,3.5,5,3,31.75,112,10.17
52,Female,70.6,169.0,165,135,65,826.0,HIIT,26.1,2.2,3,1,24.72,82,10.07
36,Male,109.8,162.0,193,141,68,651.0,HIIT,24.4,3.5,3,1,41.84,50,13.02
37,Female,73.5,169.0,174,131,66,354.0,Cardio,27.5,1.6,2,1,25.73,32,11.06
35,Male,85.6,185.0,185,135,55,1322.0,Fuerza,14.5,3.5,5,3,25.01,107,12.36
31,Female,63.2,180.0,166,157,66,463.0,Cardio,25.5,2.6,2,1,19.51,35,13.23
32,Female,62.6,163.0,190,161,58,1344.0,HIIT,15.0,2.7,5,3,23.56,100,13.44
48,Male,87.1,176.0,183,156,67,1398.0,Fuerza,11.6,3.5,5,3,28.12,109,12.83
18,Male,82.3,184.0,190,148,66,1408.0,HIIT,13.3,3.5,5,3,24.31,104,13.54
20,Female,64.3,178.0,188,137,61,1171.0,Cardio,18.7,2.7,4,3,20.29,103,11.37
33,Female,53.7,166.0,191,129,72,806.0,HIIT,29.5,2.5,3,1,19.49,75,10.75
40,Male,63.0,200.0,176,161,71,1257.0,Fuerza,26.8,2.9,4,2,15.75,85,14.79
28,Male,128.4,186.0,173,158,71,921.0,Fuerza,23.6,3.3,4,2,37.11,64,14.39
29,Male,88.0,189.0,199,137,54,1319.0,Cardio,13.3,3.5,5,3,24.64,105,12.56
27,Female,63.7,152.0,195,120,60,714.0,Fuerza,25.4,2.1,4,2,27.57,71,10.06
49,Male,83.7,187.0,183,158,53,1009.0,HIIT,23.9,2.3,4,2,23.94,77,13.1
33,Male,102.6,175.0,186,140,53,1078.0,HIIT,27.9,2.2,3,2,33.5,84,12.83
41,Male,82.8,166.0,177,139,74,1355.0,HIIT,11.2,3.5,5,3,30.05,118,11.48
45,Female,65.4,168.0,196,129,66,441.0,HIIT,35.0,2.6,3,1,23.17,46,9.59
25,Female,47.2,171.0,185,142,56,632.0,Cardio,26.0,2.5,2,1,16.14,53,11.92
53,Female,73.5,155.0,194,153,72,806.0,HIIT,26.3,2.1,4,2,30.59,70,11.51
43,Female,55.2,173.0,167,165,62,1240.0,Cardio,16.6,2.7,5,3,18.44,100,12.4
25,Female,64.4,171.0,179,167,61,935.0,HIIT,27.1,1.8,3,1,22.02,67,13.96
45,Female,73.5,174.0,181,152,50,807.0,Cardio,30.0,2.3,4,2,24.28,71,11.37
53,Male,68.5,197.0,194,139,69,894.0,HIIT,23.2,2.1,3,2,17.65,78,11.46
44,Male,94.6,184.0,170,120,67,748.0,HIIT,26.0,3.1,4,2,27.94,76,9.84
34,Female,54.2,152.0,190,132,60,746.0,Cardio,31.0,2.2,3,1,23.46,68,10.97
26,Male,47.7,177.0,198,120,69,759.0,Fuerza,24.8,2.7,3,2,15.23,69,11.0
50,Male,52.2,184.0,195,124,52,847.0,Fuerza,28.2,3.1,4,2,15.42,83,10.2
30,Male,101.0,168.0,182,134,61,1076.0,Fuerza,28.2,2.9,4,2,35.79,88,12.23
46,Female,47.9,172.0,171,147,57,933.0,Cardio,26.3,2.0,3,1,16.19,85,10.98
30,Female,51.5,174.0,174,150,64,810.0,Fuerza,33.9,2.0,3,2,17.01,65,12.46
52,Female,79.9,151.0,190,142,54,479.0,Fuerza,31.5,2.6,3,1,35.04,45,10.64
35,Female,78.9,164.0,196,164,70,1050.0,Cardio,25.3,2.6,4,2,29.34,77,13.64
22,Male,88.5,162.0,174,162,69,1675.0,Fuerza,10.7,3.5,5,3,33.72,113,14.82
42,Male,73.5,163.0,188,136,68,350.0,Fuerza,26.1,3.2,3,1,27.66,31,11.29
19,Male,127.9,193.0,185,168,70,1173.0,Fuerza,21.8,3.0,4,2,34.34,76,15.43
27,Male,88.5,198.0,161,153,53,1515.0,Cardio,11.1,3.5,4,3,22.57,108,14.03
47,Female,43.4,162.0,179,132,64,303.0,Cardio,25.3,2.3,3,1,16.54,31,9.77
22,Female,42.8,156.0,174,133,66,978.0,Fuerza,32.2,2.6,3,2,17.59,88,11.11
35,Male,59.2,166.0,197,161,59,1151.0,Fuerza,21.3,3.2,3,1,21.48,78,14.76
49,Female,78.9,173.0,182,151,64,938.0,Cardio,34.0,2.3,2,1,26.36,83,11.3
28,Female,78.7,163.0,185,154,59,847.0,Fuerza,31.7,1.8,3,2,29.62,66,12.83
38,Male,68.7,192.0,170,150,73,1081.0,Cardio,29.0,3.0,4,2,18.64,79,13.68
43,Female,53.1,159.0,187,136,72,502.0,Fuerza,29.5,2.5,2,1,21.0,49,10.24
42,Male,64.8,165.0,161,166,67,904.0,Cardio,24.4,2.8,3,2,23.8,66,13.7
39,Female,50.3,161.0,167,128,50,749.0,HIIT,32.8,2.5,2,1,19.41,70,10.7
30,Male,62.9,192.0,170,127,70,789.0,HIIT,25.2,3.6,2,1,17.06,68,11.6
51,Female,74.6,155.0,177,132,50,422.0,Cardio,33.3,2.1,2,1,31.05,43,9.81
58,Male,52.0,179.0,173,169,52,937.0,HIIT,29.6,3.0,3,1,16.23,67,13.99
18,Female,72.2,154.0,194,125,54,606.0,Fuerza,27.1,1.7,2,1,30.44,58,10.45
38,Male,85.8,180.0,168,149,68,1410.0,Cardio,10.1,3.5,4,3,26.48,103,13.69
23,Male,81.4,185.0,194,150,74,1320.0,Cardio,12.4,3.5,4,3,23.78,96,13.75
45,Female,50.9,165.0,170,136,50,887.0,Fuerza,30.1,2.3,2,1,18.7,87,10.2
34,Male,52.0,178.0,171,130,53,987.0,Fuerza,22.4,2.7,4,2,16.41,83,11.89
48,Male,80.6,177.0,198,167,66,1248.0,Cardio,12.9,3.5,4,3,25.73,91,13.71
55,Female,63.0,170.0,187,121,67,719.0,Fuerza,34.9,2.5,3,1,21.8,79,9.1
20,Male,111.0,194.0,170,156,50,875.0,Cardio,27.6,3.3,4,2,29.49,61,14.34
40,Female,52.6,166.0,198,120,71,762.0,Fuerza,32.9,1.7,3,2,19.09,76,10.03
27,Male,108.0,180.0,174,122,70,926.0,Cardio,28.6,2.5,4,2,33.33,83,11.16
36,Female,59.3,175.0,178,128,58,634.0,Fuerza,34.5,2.3,3,1,19.36,59,10.75
34,Male,75.7,194.0,181,141,72,915.0,Fuerza,29.3,2.4,4,2,20.11,71,12.89
30,Female,62.7,167.0,164,162,70,826.0,HIIT,26.1,2.6,4,2,22.48,61,13.54
21,Male,86.6,186.0,163,129,58,972.0,HIIT,21.8,2.6,3,2,25.03,82,11.85
18,Male,64.5,182.0,187,149,52,983.0,HIIT,23.4,2.4,3,2,19.47,72,13.65
51,Male,60.7,171.0,168,169,60,954.0,Fuerza,22.1,2.5,2,1,20.76,68,14.03
45,Female,57.2,155.0,194,121,58,909.0,Cardio,18.4,2.7,5,3,23.81,100,9.09
48,Female,73.0,159.0,196,149,64,798.0,Fuerza,32.0,2.1,3,2,28.88,71,11.24
25,Male,123.8,199.0,180,121,72,752.0,HIIT,25.6,2.6,3,1,31.26,68,11.06
56,Male,93.6,166.0,177,151,52,1024.0,Fuerza,29.0,2.2,2,1,33.97,82,12.49
51,Female,54.7,153.0,167,135,69,674.0,HIIT,26.8,2.0,4,2,23.37,67,10.06
20,Male,92.3,194.0,176,131,71,821.0,HIIT,24.3,2.1,3,2,24.52,68,12.07
29,Female,71.8,155.0,190,120,68,720.0,Cardio,26.3,2.4,4,2,29.89,72,10.0
18,Female,66.9,157.0,193,127,63,679.0,Cardio,30.7,2.2,3,2,27.14,64,10.61
22,Female,48.7,176.0,165,167,66,1144.0,HIIT,29.0,2.2,4,2,15.72,82,13.95
47,Male,66.2,171.0,181,169,71,1188.0,HIIT,22.8,2.9,3,1,22.64,85,13.98
47,Female,40.0,176.0,173,132,63,475.0,Fuerza,26.7,2.2,3,1,12.91,48,9.9
34,Male,112.4,185.0,162,134,66,870.0,HIIT,23.4,3.6,4,2,32.84,71,12.25
32,Male,84.0,174.0,195,127,63,1013.0,Fuerza,25.8,2.1,3,1,27.74,87,11.64
19,Male,82.4,196.0,174,169,62,1766.0,HIIT,10.1,3.5,5,3,21.45,114,15.49
28,Male,84.8,179.0,182,138,55,1025.0,Cardio,28.8,2.3,4,2,26.47,81,12.65
